12.1969000000, 9.2686000000
28.1107000000,25.6454000000
51.1096000000,172.7808000000
52.0102000000,166.5218000000
74.0772000000,23.7785000000
93.2792000000,15.8082000000
106.3459000000,23.7852000000
147.3996000000,40.2989000000
173.1145000000,370.5773000000
217.4930000000,20.6907000000
261.2442000000,127.6323000000
282.5670000000,62.7805000000
288.6965000000,55.9536000000
342.3960000000,227.9666000000
380.1257000000,14.6860000000
411.7612000000,155.9466000000
418.8911000000, 9.1570000000
431.3883000000,359.9437000000
469.1915000000,22.6362000000
508.8238000000, 7.3542000000
534.4497000000,16.1743000000
564.9904000000,41.3162000000
587.1639000000,31.0258000000
599.9125000000, 0.3972000000
624.3542000000,509.2117000000
638.8578000000,149.5318000000
653.8202000000,493.5999000000
658.1058000000,275.7010000000
701.9441000000,91.3694000000
706.5905000000, 6.7435000000
731.3549000000,251.9535000000
759.9744000000,79.5683000000
791.3519000000,1367.7602000000
800.6778000000,29.1961000000
844.2463000000,974.7216000000
851.7111000000,93.5436000000
858.1674000000, 9.1502000000
863.5621000000,11.4370000000
877.4807000000,10.8671000000
946.6171000000,707.4572000000
962.6277000000, 0.4498000000
978.8133000000,2207.3971000000
984.8857000000,15.2139000000
990.9887000000,57.5591000000
996.3945000000,11.2225000000
999.2153000000,17.5959000000
1014.5747000000,36.7839000000
1019.9546000000,6872.1047000000
1032.6730000000,1304.5728000000
1048.6353000000,78.7977000000
1059.3964000000,21.2920000000
1080.4681000000,170.6807000000
1101.5090000000,311.8290000000
1127.4900000000,754.4502000000
1165.9426000000,159539.6564000000
1171.5583000000,1895.8729000000
1172.4203000000,3214.8684000000
1175.3456000000,2236.1142000000
1220.5988000000,96974.5765000000
1248.3918000000,5736.7445000000
1279.2190000000,1684.1509000000
1325.4736000000,4019.7278000000
1335.5563000000,1108.5979000000
1337.0307000000,14300.7420000000
1373.4921000000,3109.9737000000
1378.8842000000,2286.3840000000
1426.4246000000,72873.7436000000
1461.5471000000,31915.4964000000
1491.5714000000,50488.5403000000
1517.5426000000,122226.8167000000
1545.1830000000,60669.4358000000
1585.2805000000,573587.1385999999
1642.2258000000,383.9983000000
1650.4376000000,8691.0893000000
1663.4802000000,449.3898000000
1674.4220000000,10893.9873000000
1675.1370000000,22454.1564000000
1786.8417000000,171.0526000000
1858.0032000000,513.2688000000
3192.3447000000,149.9392000000
3201.2827000000,349.2203000000
3209.2991000000,817.3198000000
3212.3583000000,360.6068000000
3218.8497000000,419.9181000000
3223.4373000000,296.2293000000
3228.8525000000,209.7581000000
3235.8378000000,184.1514000000
3236.5395000000,226.1102000000
3255.6590000000,370.0892000000
3275.5623000000,673.4859000000
