18.9076000000,9.5897000000
28.6375000000,9.2553000000
53.7894000000,6.1606000000
57.9209000000,64.7287000000
74.3989000000,8.9704000000
94.6674000000,4.2076000000
110.6345000000,6.9924000000
151.3464000000,8.4865000000
177.1219000000,63.6410000000
219.6851000000,8.6299000000
264.6454000000,2.0911000000
286.2313000000,6.5603000000
286.7809000000,32.5443000000
346.4925000000,64.0043000000
377.5291000000,9.3750000000
412.9503000000,17.1608000000
419.2389000000,4.9864000000
431.5653000000,30.7426000000
471.5664000000,2.7937000000
510.0492000000,3.2718000000
537.2400000000,6.2037000000
564.6314000000,25.2778000000
588.9339000000,22.1217000000
597.2582000000,1.5714000000
625.9036000000,134.2815000000
637.7362000000,16.5346000000
652.3868000000,117.6656000000
656.9640000000,133.9468000000
702.8902000000,20.9100000000
708.9544000000,10.6368000000
730.5333000000,58.7108000000
754.8064000000,41.9270000000
781.4435000000,157.8040000000
802.3888000000,8.3340000000
849.8023000000,24.5856000000
855.4713000000,11.7607000000
857.9877000000,213.6926000000
879.1897000000,17.0677000000
880.9268000000,3.6893000000
949.0309000000,79.9612000000
973.9525000000,224.9578000000
977.1762000000,1.6900000000
987.9589000000,14.6164000000
996.5702000000,12.8094000000
1017.1646000000,910.5941000000
1019.0498000000,38.6452000000
1023.3972000000,6.7216000000
1035.6032000000,58.3512000000
1038.6994000000,12.0513000000
1052.2695000000,92.6363000000
1056.5829000000,7.1587000000
1076.1987000000,69.2419000000
1105.3376000000,74.9495000000
1133.7734000000,107.4638000000
1172.6381000000,21427.7122000000
1173.9702000000,11271.0824000000
1178.6434000000,7326.9487000000
1179.3296000000,3662.8884000000
1220.7438000000,24801.2535000000
1244.8363000000,1944.6818000000
1273.2431000000,817.2776000000
1326.5083000000,148.6339000000
1329.8549000000,162.5106000000
1333.0257000000,711.4767000000
1341.3737000000,2010.8035000000
1342.8238000000,2986.0187000000
1429.3002000000,13940.2267000000
1465.7059000000,4263.5403000000
1495.6912000000,5591.3093000000
1525.4263000000,15182.0602000000
1553.7468000000,6214.8351000000
1628.7023000000,145224.0613000000
1655.6770000000,507.1624000000
1666.5768000000,14420.8639000000
1675.3699000000,5849.1482000000
1689.4024000000,114.9845000000
1695.0072000000,842.1681000000
1831.9805000000,8.3387000000
1904.6532000000,294.3470000000
3207.8151000000,45.1626000000
3215.8682000000,271.9636000000
3222.5761000000,384.9492000000
3226.3704000000,128.9187000000
3231.3947000000,448.0037000000
3239.1635000000,114.4892000000
3242.2288000000,91.4452000000
3249.5022000000,113.9598000000
3250.2777000000,149.3702000000
3266.9924000000,229.0404000000
3286.9536000000,453.6445000000
