10.6270000000,121.0938000000
23.4068000000,6.2484000000
37.2565000000,67.9847000000
44.9476000000,173.4321000000
46.0480000000,11.5445000000
54.4616000000,136.6200000000
84.4654000000,39.3225000000
109.2259000000,542.4181000000
123.6127000000,5405.6757000000
149.7188000000,3717.3460000000
157.6160000000,5901.7680000000
160.9943000000,44.1002000000
184.5184000000,98.4970000000
204.9461000000,1224.8978000000
209.1806000000,1272.7368000000
226.2033000000,1360.9526000000
286.8344000000,69.7360000000
309.6947000000,5974.3894000000
333.1060000000,140.1892000000
358.5402000000,2846.4583000000
369.3223000000,381.5503000000
403.2402000000,1008.9661000000
407.5085000000,12820.5957000000
429.2356000000,3.8299000000
449.0013000000,1723.9745000000
467.9792000000,2514.4578000000
475.5359000000,641.2994000000
509.5598000000,766.1477000000
516.0487000000,2296.2818000000
529.4094000000,3723.7511000000
543.9353000000,689.3828000000
555.9470000000,10587.9255000000
565.5307000000,5161.9156000000
569.1511000000,606.5207000000
645.7827000000,10942.9081000000
659.1760000000,38.2729000000
670.5252000000,6669.8867000000
681.2994000000,9905.5045000000
725.4199000000,426.9909000000
743.2569000000,6143.1900000000
767.8343000000,1203.3595000000
799.2583000000,706.1441000000
835.8380000000,6.9889000000
840.3275000000,39813.2616000000
859.5577000000,47168.1298000000
865.3293000000,5048.9083000000
866.2672000000,5600.8185000000
883.4761000000,731.7233000000
892.5504000000,38197.6267000000
914.1281000000,82.8446000000
931.6170000000,1954.9575000000
950.9729000000,5834.8181000000
952.5055000000,21544.2498000000
1005.9900000000,247.7385000000
1022.9584000000,2472.6969000000
1023.6501000000,389.1805000000
1026.9145000000,8489.8713000000
1035.5757000000,81955.9665000000
1036.8277000000,1320.6682000000
1040.5041000000,10631.0957000000
1064.2916000000,97.6044000000
1104.5390000000,316.4618000000
1109.6236000000,25757.4403000000
1136.8183000000,219150.8873000000
1138.2160000000,11115.5063000000
1141.9800000000,1431490.0012999999
1167.2902000000,431630.0665000000
1175.9833000000,3070952.8854000000
1194.3863000000,14235.8181000000
1211.0845000000,546.9363000000
1240.2344000000,813502.9132000000
1245.1095000000,127708.8689000000
1268.0159000000,5466.4905000000
1300.9237000000,74134.8574000000
1307.4485000000,2597.1005000000
1322.0311000000,24619.2668000000
1331.5580000000,162079.4874000000
1358.3644000000,200359.4173000000
1366.0408000000,164939.1046000000
1375.6155000000,17777.3935000000
1392.3019000000,337307.2771000000
1400.1266000000,542190.1052000000
1406.4850000000,68314.1309000000
1422.1190000000,34266.1162000000
1426.7777000000,1771489.2826000000
1438.4263000000,228.7916000000
1443.1377000000,158846.3808000000
1460.9518000000,676850.1924000001
1472.6783000000,55735.0528000000
1482.9430000000,365791.0405000000
1501.8520000000,146636.0600000000
1504.3500000000,127456.7616000000
1508.1044000000,159353.2036000000
1519.7310000000,57836.7240000000
1534.5086000000,2615853.3947000001
1559.5414000000,6467036.0948000001
1574.8062000000,1435910.5937000001
1618.8533000000,212.0400000000
1626.0429000000,244401.3798000000
1672.6990000000,346851.0910000000
1678.8812000000,146786.5584000000
1683.5601000000,15330.4490000000
3023.9008000000,194.8988000000
3050.9108000000,2154.4068000000
3059.2143000000,6512.1471000000
3062.8631000000,17581.7591000000
3094.6072000000,3201.4023000000
3116.2639000000,339.3130000000
3123.1774000000,49.2893000000
3137.2277000000,568.1380000000
3208.2292000000,12506.1849000000
3223.6605000000,946.0770000000
3224.9139000000,9806.4685000000
3240.2209000000,3454.4088000000
3248.1140000000,3016.4587000000
3252.5118000000,498.1872000000
3254.1110000000,303.8202000000
3254.7330000000,1573.1245000000
3671.9820000000,352.0447000000
3880.4911000000,3764.6090000000
